# robot.pose.x robot.pose.y robot.pose.theta 
-6.77789 3.91673 -2.771 
-6.84177 3.88983 -2.77481 
-6.83787 3.88451 -2.77521 
-6.89327 3.86325 -2.77501 
-6.93039 3.83269 -2.77922 
-6.99049 3.83625 -2.77113 
-7.04342 3.79894 -2.77844 
-7.11641 3.77098 -2.77347 
-7.17486 3.76612 -2.76975 
-7.1746 3.76748 -2.76983 
-7.17463 3.7675 -2.76986 
-7.30172 3.73629 -2.76962 
-7.34707 3.69983 -2.77229 
-7.38645 3.66708 -2.77761 
-7.45812 3.65905 -2.77437 
-7.45814 3.65884 -2.77442 
-7.51388 3.64364 -2.76955 
-7.56031 3.61037 -2.77355 
-7.62285 3.59485 -2.77391 
-7.68512 3.58572 -2.76852 
-7.72179 3.55324 -2.77423 
-7.78402 3.54158 -2.77553 
-7.78413 3.54183 -2.77553 
-7.82768 3.4951 -2.77712 
-7.90386 3.50102 -2.77058 
-7.95105 3.47765 -2.77379 
-8.00915 3.43933 -2.76742 
-8.05751 3.42206 -2.77014 
-8.05753 3.42214 -2.77015 
-8.11358 3.40487 -2.76706 
-8.17148 3.3649 -2.76815 
-8.22214 3.37085 -2.76092 
-8.29157 3.34357 -2.76345 
-8.33757 3.31682 -2.77373 
-8.39622 3.2953 -2.76624 
-8.39625 3.29526 -2.76625 
-8.45914 3.26899 -2.76848 
-8.51168 3.25716 -2.77524 
-8.55714 3.22721 -2.76702 
-8.60775 3.20073 -2.77201 
-8.67776 3.18189 -2.7648 
-8.67779 3.18196 -2.76479 
-8.73282 3.15309 -2.77101 
-8.78298 3.13301 -2.76519 
-8.8383 3.12949 -2.76262 
-8.89458 3.09616 -2.76897 
-8.94876 3.0736 -2.75911 
-9.01008 3.0472 -2.76695 
-9.00861 3.04633 -2.76725 
-9.06352 3.02008 -2.76914 
-9.11236 3.01228 -2.76957 
-9.18567 2.9949 -2.77218 
-9.22604 2.97189 -2.77267 
-9.28762 2.95214 -2.77422 
-9.33012 2.9066 -2.77655 
-9.32805 2.88825 -2.77976 
-9.39842 2.87783 -2.77226 
-9.44452 2.83853 -2.78227 
-9.49928 2.81995 -2.78045 
-9.83365 2.79114 -2.78061 
-9.81435 2.76593 -2.78285 
-9.8462 2.76327 -2.78449 
-9.9338 2.7523 -2.77704 
-9.98703 2.74408 -2.77196 
-10.0438 2.7339 -2.77386 
-10.0517 2.69538 -2.75276 
-10.0844 2.6996 -2.75189 
-10.1611 2.66651 -2.7688 
-10.213 2.64425 -2.75996 
-10.2132 2.64423 -2.75982 
-10.2955 2.61913 -2.75917 
-10.3985 2.56389 -2.75726 
-10.4664 2.53607 -2.77394 
-10.5024 2.53282 -2.75775 
-10.5037 2.53255 -2.75784 
-10.5837 2.5083 -2.77055 
-10.6333 2.49683 -2.77548 
-10.6864 2.47606 -2.78173 
-10.7669 2.46347 -2.79063 
-10.8342 2.43658 -2.7935 
-10.8339 2.43651 -2.79345 
-10.8555 2.39646 -2.78603 
-10.9438 2.38686 -2.79674 
-11.0007 2.36693 -2.80558 
-11.0359 2.35697 -2.80637 
-11.086 2.33731 -2.80324 
-11.1403 2.32148 -2.79791 
-11.161 2.31387 -2.79966 
-11.1812 2.31875 -2.78887 
-11.2255 2.28095 -2.78666 
-11.3039 2.28298 -2.78768 
-11.3473 2.25164 -2.79915 
-11.387 2.23118 -2.78457 
-11.3925 2.19964 -2.78843 
-11.4311 2.18275 -2.78717 
-11.4988 2.14788 -2.78804 
-11.5792 2.13962 -2.80353 
-11.6023 2.10884 -2.78723 
-11.687 2.08977 -2.79954 
-11.7148 2.06058 -2.78592 
-11.7107 2.07186 -2.78456 
-11.7849 2.04836 -2.78751 
-11.8419 2.02828 -2.78918 
-11.8824 2.01101 -2.78104 
-11.8824 2.01087 -2.78104 
-11.9916 1.95765 -2.78119 
-12.0186 1.95272 -2.76337 
-11.9949 1.95944 -2.76357 
-12.0517 1.95122 -2.76524 
-12.0645 1.96752 -2.7602 
-12.1466 1.94486 -2.756 
-12.205 1.92588 -2.76482 
-12.2967 1.89895 -2.76886 
-12.3075 1.88986 -2.75722 
-12.3074 1.88989 -2.75719 
-12.3483 1.86606 -2.75041 
-12.4583 1.8347 -2.75952 
-12.4413 1.82955 -2.73785 
-12.6003 1.77068 -2.76511 
-12.6006 1.77068 -2.76516 
-12.6229 1.75089 -2.75253 
-12.7074 1.6996 -2.76226 
-12.7379 1.67337 -2.7528 
-12.7568 1.6611 -2.7414 
-12.8743 1.6221 -2.75706 
-12.8956 1.61318 -2.74528 
-12.8958 1.61304 -2.74533 
-12.9712 1.58714 -2.75471 
-13.0134 1.55986 -2.75352 
-13.0632 1.5382 -2.75079 
-13.0616 1.53606 -2.73818 
-13.2062 1.49533 -2.76325 
-13.2064 1.49535 -2.7633 
-13.2317 1.47314 -2.75561 
-13.2473 1.45265 -2.74929 
-13.2526 1.44341 -2.73816 
-13.4087 1.4107 -2.75989 
-13.4258 1.39358 -2.74973 
-13.4259 1.39383 -2.74976 
-13.5523 1.34871 -2.76947 
-13.5956 1.32352 -2.76323 
-13.6249 1.29424 -2.75741 
-13.726 1.26139 -2.74957 
-13.7342 1.24437 -2.74812 
-13.7312 1.24291 -2.72196 
-13.7482 1.23644 -2.70863 
-13.7484 1.23619 -2.70868 
-13.8187 1.27619 -2.7148 
-13.895 1.26857 -2.72388 
-13.9306 1.25736 -2.71843 
-13.9946 1.22801 -2.72518 
