# robot.pose.x robot.pose.y 
-1.81792 -7.27772 
-1.86148 -7.29887 
-1.93043 -7.29721 
-1.93043 -7.29721 
-1.98448 -7.31728 
-2.04658 -7.3218 
-2.10224 -7.34287 
-2.16159 -7.34383 
-2.24212 -7.35066 
-2.26095 -7.36806 
-2.26095 -7.36806 
-2.31306 -7.37906 
-2.379 -7.38153 
-2.45199 -7.39078 
-2.52057 -7.39245 
-2.56656 -7.40572 
-2.56656 -7.40572 
-2.59284 -7.45047 
-2.66735 -7.42752 
-2.72896 -7.44095 
-2.8085 -7.44228 
-2.85661 -7.44573 
-2.90505 -7.46649 
-2.9538 -7.46742 
-3.00288 -7.4716 
-3.05086 -7.46737 
-3.1 -7.45984 
-3.14836 -7.4692 
-3.19775 -7.47328 
-3.21575 -7.44541 
-3.21575 -7.44541 
-3.2616 -7.50265 
-3.31322 -7.50782 
-3.36369 -7.51648 
-3.54346 -7.54718 
-3.503 -7.5092
